,Member_number,Date,itemDescription,Sales,Year
566,3361,2015-05-03,pastry,23.73,2015
567,3361,2015-07-22,beef,40.46,2015
568,3361,2015-06-21,flower (seeds),73.19999999999999,2015
569,3361,2015-06-28,oil,23.1,2015
570,3361,2015-06-28,beverages,7.21,2015
571,3361,2014-07-25,baking powder,47.34,2014
572,3361,2014-12-24,berries,27.64,2014
573,3361,2014-06-23,softener,5.0,2014
574,3361,2014-01-14,white wine,42.0,2014
575,3361,2014-12-19,butter milk,2.44,2014
576,3361,2015-06-28,rolls/buns,3.6,2015
577,3361,2015-06-28,specialty bar,74.0,2015
578,3361,2014-06-23,soda,8.4,2014
579,3361,2014-01-14,bottled beer,20.0,2014
580,3361,2014-12-19,hygiene articles,40.0,2014
581,3783,2015-06-17,finished products,21.32,2015
582,3783,2015-02-17,canned beer,11.4,2015
583,3783,2015-08-03,detergent,0.66,2015
584,3783,2015-06-22,sausage,17.88,2015
585,3783,2015-08-03,ice cream,9.5,2015
586,3783,2015-06-22,honey,19.6,2015
587,3783,2014-04-06,red/blush wine,31.2,2014
588,3783,2014-11-04,frozen meals,20.0,2014
589,3783,2014-07-11,other vegetables,18.4,2014
590,3783,2015-06-17,cream cheese ,2.0,2015
591,3783,2015-02-17,salt,11.0,2015
592,3783,2015-08-03,hamburger meat,24.5,2015
593,3783,2015-06-22,beverages,5.15,2015
594,3783,2015-08-03,soda,16.8,2015
595,3783,2015-06-22,soda,29.4,2015
596,3783,2014-04-06,bottled water,2.52,2014
597,3783,2014-11-04,white bread,7.5,2014
598,3783,2014-07-11,canned beer,5.7,2014
599,3783,2014-11-04,cereals,20.0,2014
600,3783,2015-08-03,sugar,4.800000000000001,2015
601,3783,2015-06-22,frozen dessert,4.7,2015
602,3783,2015-06-22,whipped/sour cream,11.4,2015
603,3783,2014-11-04,ready soups,26.6,2014
604,3942,2015-10-11,other vegetables,32.2,2015
605,3942,2015-04-04,condensed milk,8.399999999999999,2015
606,3942,2015-04-04,whole milk,30.24,2015
607,3942,2014-12-16,hamburger meat,19.6,2014
608,3942,2014-05-11,dish cleaner,16.099999999999998,2014
609,3942,2014-07-03,white wine,98.0,2014
610,3942,2014-06-05,canned fish,39.2,2014
611,3942,2014-01-01,other vegetables,32.2,2014
612,3942,2014-04-18,soda,8.4,2014
613,3942,2015-10-11,rolls/buns,6.0,2015
614,3942,2015-04-04,other vegetables,27.6,2015
615,3942,2015-04-04,soups,3.48,2015
616,3942,2014-12-16,flour,6.08,2014
617,3942,2014-05-11,whole milk,21.6,2014
618,3942,2014-07-03,condensed milk,11.2,2014
619,3942,2014-06-05,rolls/buns,6.0,2014
620,3942,2014-01-01,yogurt,6.9,2014
621,3942,2014-04-18,shopping bags,71.4,2014
622,3942,2014-01-01,Instant food products,4.199999999999999,2014
623,3942,2014-05-11,frozen vegetables,15.89,2014
624,3942,2014-05-11,waffles,2.4,2014
625,3942,2014-12-16,cling film/bags,86.24000000000001,2014
626,3942,2014-06-05,domestic eggs,2.21,2014
627,4187,2015-09-05,dog food,40.0,2015
628,4187,2015-07-31,sausage,8.94,2015
629,4187,2015-10-04,whole milk,8.64,2015
630,4187,2015-09-14,pip fruit,1.28,2015
631,4187,2015-10-28,rolls/buns,7.199999999999999,2015
632,4187,2015-10-28,berries,41.46,2015
633,4187,2014-04-16,canned beer,19.95,2014
634,4187,2014-04-05,whipped/sour cream,5.699999999999999,2014
635,4187,2014-04-19,pip fruit,6.4,2014
636,4187,2015-09-05,pork,8.370000000000001,2015
637,4187,2015-07-31,bottled beer,70.0,2015
638,4187,2015-10-04,specialty cheese,51.1,2015
639,4187,2015-09-14,sliced cheese,21.36,2015
640,4187,2015-10-28,canned vegetables,43.8,2015
641,4187,2015-10-28,dessert,1.46,2015
642,4187,2014-04-16,pastry,6.78,2014
643,4187,2014-04-05,soda,25.200000000000003,2014
644,4187,2014-04-19,onions,12.55,2014
645,4187,2014-04-05,white bread,7.5,2014
646,4187,2015-09-14,sugar,11.2,2015
647,4187,2014-04-05,snack products,10.0,2014
648,2760,2015-07-01,sausage,22.35,2015
649,2760,2015-08-08,frankfurter,15.66,2015
650,2760,2015-02-08,citrus fruit,4.800000000000001,2015
651,2760,2015-12-07,other vegetables,4.6,2015
652,2760,2015-04-14,other vegetables,4.6,2015
653,2760,2014-04-22,bottled water,8.82,2014
654,2760,2014-06-20,bottled beer,30.0,2014
655,2760,2014-01-04,whole milk,8.64,2014
656,2760,2014-04-19,long life bakery product,46.2,2014
657,2760,2015-07-01,fish,11.35,2015
658,2760,2015-08-08,tropical fruit,7.95,2015
659,2760,2015-02-08,other vegetables,27.6,2015
660,2760,2015-12-07,newspapers,3.0,2015
661,2760,2015-04-14,soda,4.2,2015
662,2760,2014-04-22,frozen potato products,8.76,2014
663,2760,2014-06-20,long life bakery product,7.7,2014
664,2760,2014-01-04,domestic eggs,6.63,2014
665,2760,2014-04-19,whipped/sour cream,1.9,2014
666,2760,2014-06-20,vinegar,3.64,2014
667,2760,2014-01-04,rolls/buns,7.199999999999999,2014
668,2760,2015-12-07,soda,8.4,2015
669,2760,2014-06-20,pot plants,42.0,2014
670,2760,2014-01-04,long life bakery product,7.7,2014
671,2443,2015-11-15,sausage,26.82,2015
672,2443,2015-12-01,frankfurter,15.66,2015
673,2443,2015-06-20,sausage,26.82,2015
674,2443,2015-06-20,pip fruit,8.96,2015
675,2443,2014-10-03,sausage,8.94,2014
676,2443,2014-02-09,pastry,6.78,2014
677,2443,2014-05-22,pip fruit,3.84,2014
678,2443,2014-04-02,seasonal products,12.0,2014
679,2443,2015-12-01,root vegetables,2.99,2015
680,2443,2015-11-15,soda,25.200000000000003,2015
681,2443,2015-12-01,pastry,3.39,2015
682,2443,2015-06-20,soda,16.8,2015
683,2443,2015-06-20,curd,14.7,2015
684,2443,2014-10-03,rolls/buns,3.6,2014
685,2443,2014-02-09,pasta,5.6,2014
686,2443,2014-05-22,white wine,42.0,2014
687,2443,2014-04-02,whole milk,4.32,2014
688,2443,2015-12-01,napkins,22.96,2015
689,2443,2014-05-22,white wine,98.0,2014
690,2443,2015-12-01,long life bakery product,38.5,2015
691,2443,2015-06-20,waffles,3.6,2015
692,4494,2015-06-01,ice cream,23.75,2015
693,4494,2015-06-08,beef,5.78,2015
694,4494,2015-02-11,chicken,8.64,2015
695,4494,2014-04-24,beef,5.78,2014
696,4494,2014-05-26,chicken,25.92,2014
697,4494,2014-11-30,frozen dessert,28.200000000000003,2014
698,4494,2014-11-06,berries,13.82,2014
699,4494,2014-08-11,pork,2.79,2014
700,4494,2014-01-27,root vegetables,11.96,2014
701,4494,2015-06-01,rolls/buns,2.4,2015
702,4494,2015-06-08,frozen meals,16.0,2015
703,4494,2015-02-11,tropical fruit,1.59,2015
704,4494,2014-04-24,newspapers,5.0,2014
705,4494,2014-05-26,sugar,1.6,2014
706,4494,2014-11-30,fruit/vegetable juice,15.47,2014
707,4494,2014-11-06,frozen meals,12.0,2014
708,4494,2014-08-11,frozen dessert,4.7,2014
709,4494,2014-01-27,liquor,71.4,2014
710,4494,2015-06-08,white bread,3.0,2015
711,4494,2014-08-11,newspapers,3.0,2014
712,4494,2014-11-06,dish cleaner,13.8,2014
713,1395,2015-07-03,cream cheese ,3.0,2015
714,1395,2015-11-06,brown bread,19.200000000000003,2015
715,1395,2015-12-10,sausage,22.35,2015
716,1395,2015-06-26,canned beer,5.7,2015
717,1395,2015-01-15,hard cheese,41.3,2015
718,1395,2015-08-25,pork,5.58,2015
719,1395,2015-01-15,meat,40.0,2015
720,1395,2015-06-26,tropical fruit,7.95,2015
721,1395,2014-11-24,sausage,13.41,2014
722,1395,2014-05-20,long life bakery product,46.2,2014
723,1395,2015-07-03,other vegetables,9.2,2015
724,1395,2015-11-06,soda,25.200000000000003,2015
725,1395,2015-12-10,newspapers,3.0,2015
726,1395,2015-06-26,root vegetables,14.95,2015
727,1395,2015-01-15,beverages,5.15,2015
728,1395,2015-08-25,salty snack,6.0,2015
729,1395,2015-01-15,curd,12.6,2015
730,1395,2015-06-26,other vegetables,9.2,2015
731,1395,2014-11-24,butter,3.18,2014
732,1395,2014-05-20,shopping bags,47.6,2014
733,1395,2014-11-24,whole milk,30.24,2014
734,1395,2015-01-15,fruit/vegetable juice,11.05,2015
735,1395,2015-12-10,newspapers,3.0,2015
736,2229,2015-05-30,chocolate,15.27,2015
737,2229,2015-05-22,cream cheese ,3.0,2015
738,2229,2015-03-19,whipped/sour cream,3.8,2015
739,2229,2015-10-25,other vegetables,18.4,2015
740,2229,2015-01-31,pet care,25.0,2015
741,2229,2015-12-22,sausage,22.35,2015
742,2229,2015-10-25,soda,16.8,2015
743,2229,2015-10-25,root vegetables,5.98,2015
744,2229,2015-10-25,flower soil/fertilizer,13.6,2015
745,2229,2014-07-24,fruit/vegetable juice,13.26,2014
746,2229,2014-07-10,pip fruit,6.4,2014
747,2229,2015-05-30,root vegetables,11.96,2015
748,2229,2015-05-22,rolls/buns,2.4,2015
749,2229,2015-03-19,whipped/sour cream,1.9,2015
750,2229,2015-10-25,meat,40.0,2015
751,2229,2015-01-31,long life bakery product,15.4,2015
752,2229,2015-12-22,misc. beverages,22.0,2015
753,2229,2015-10-25,shopping bags,47.6,2015
754,2229,2015-10-25,soda,21.0,2015
755,2229,2015-10-25,processed cheese,18.4,2015
756,2229,2014-07-24,pastry,10.17,2014
757,2229,2014-07-10,rolls/buns,3.6,2014
758,3679,2015-09-21,citrus fruit,9.6,2015
759,3679,2015-11-27,grapes,12.2,2015
760,3679,2015-08-30,other vegetables,4.6,2015
761,3679,2015-12-23,pork,16.740000000000002,2015
762,3679,2015-09-25,onions,17.57,2015
763,3679,2015-08-30,frankfurter,15.66,2015
764,3679,2015-12-23,other vegetables,13.8,2015
765,3679,2014-05-25,rolls/buns,2.4,2014
766,3679,2015-09-21,pot plants,36.0,2015
767,3679,2015-11-27,grapes,14.64,2015
768,3679,2015-08-30,rolls/buns,7.199999999999999,2015
769,3679,2015-12-23,curd,6.300000000000001,2015
770,3679,2015-09-25,brown bread,3.2,2015
771,3679,2015-08-30,other vegetables,18.4,2015
772,3679,2015-12-23,domestic eggs,8.84,2015
773,3679,2014-05-25,salty snack,21.0,2014
774,3679,2015-09-25,domestic eggs,13.26,2015
775,3679,2015-09-21,newspapers,3.0,2015
776,3679,2015-08-30,shopping bags,23.8,2015
777,3679,2015-12-23,domestic eggs,13.26,2015
778,3679,2015-12-23,domestic eggs,13.26,2015
779,3495,2015-06-27,liquor (appetizer),60.0,2015
780,3495,2015-11-03,whole milk,8.64,2015
781,3495,2015-01-02,canned beer,17.1,2015
782,3495,2015-11-18,white wine,14.0,2015
783,3495,2015-06-17,beef,23.12,2015
784,3495,2015-01-02,whole milk,25.92,2015
785,3495,2015-11-18,sliced cheese,17.8,2015
786,3495,2015-06-27,hard cheese,29.5,2015
787,3495,2015-11-03,root vegetables,11.96,2015
788,3495,2015-01-02,pork,5.58,2015
789,3495,2015-11-18,whole milk,8.64,2015
790,3495,2015-06-17,candy,11.0,2015
791,3495,2015-01-02,oil,16.5,2015
792,3495,2015-11-18,oil,13.2,2015
793,3495,2015-06-27,yogurt,2.3,2015
794,3495,2014-03-09,pastry,10.17,2014
795,3495,2014-10-22,domestic eggs,13.26,2014
796,3495,2014-02-18,fruit/vegetable juice,4.42,2014
797,3495,2015-11-18,rolls/buns,3.6,2015
798,3495,2014-03-09,hygiene articles,40.0,2014
799,3495,2014-10-22,candy,6.6000000000000005,2014
800,3495,2014-02-18,canned vegetables,7.3,2014
801,1410,2015-04-10,citrus fruit,6.4,2015
802,1410,2015-08-11,UHT-milk,16.0,2015
803,1410,2014-06-01,sausage,31.29,2014
804,1410,2014-12-25,other vegetables,4.6,2014
805,1410,2014-05-23,yogurt,13.8,2014
806,1410,2014-06-26,specialty chocolate,12.6,2014
807,1410,2014-07-02,other vegetables,18.4,2014
808,1410,2014-11-02,bottled water,6.3,2014
809,1410,2015-04-10,liquor,23.8,2015
810,1410,2015-08-11,soda,25.200000000000003,2015
811,1410,2014-06-01,dishes,21.4,2014
812,1410,2014-12-25,waffles,7.199999999999999,2014
813,1410,2014-05-23,condensed milk,16.799999999999997,2014
814,1410,2014-06-26,soda,12.6,2014
815,1410,2014-07-02,mustard,2.1,2014
816,1410,2014-11-02,bottled water,8.82,2014
817,1410,2015-04-10,white bread,7.5,2015
818,1410,2014-06-24,whipped/sour cream,5.699999999999999,2014
819,1410,2014-06-07,kitchen towels,2.0,2014
820,1410,2014-12-25,rolls/buns,8.4,2014
821,1410,2014-12-25,chocolate,5.09,2014
822,1410,2015-08-11,salty snack,12.0,2015
823,1410,2014-06-01,rum,60.0,2014
824,1410,2014-07-02,soups,1.74,2014
825,1410,2014-06-24,shopping bags,59.5,2014
826,1410,2014-06-07,bottled beer,40.0,2014
827,1410,2014-06-26,pet care,25.0,2014
828,2440,2015-06-06,sausage,22.35,2015
829,2440,2015-08-06,pork,5.58,2015
830,2440,2015-06-19,meat,20.0,2015
831,2440,2015-02-03,tropical fruit,7.95,2015
832,2440,2015-02-03,bottled beer,40.0,2015
833,2440,2014-06-22,coffee,2.7,2014
834,2440,2014-10-11,onions,2.51,2014
835,2440,2014-01-28,brown bread,6.4,2014
836,2440,2014-08-07,whole milk,4.32,2014
837,2440,2015-06-19,bottled beer,40.0,2015
838,2440,2015-06-06,whole milk,8.64,2015
839,2440,2015-08-06,frozen meals,28.0,2015
840,2440,2015-06-19,liquor,83.3,2015
841,2440,2015-02-03,UHT-milk,40.0,2015
842,2440,2015-02-03,root vegetables,20.93,2015
843,2440,2014-06-22,pip fruit,2.56,2014
844,2440,2014-10-11,domestic eggs,6.63,2014
845,2440,2014-01-28,domestic eggs,6.63,2014
846,2440,2014-08-07,whole milk,17.28,2014
847,2440,2015-06-19,waffles,8.4,2015
848,2440,2015-06-06,bottled water,7.56,2015
849,2440,2014-06-26,jam,7.0,2014
850,2440,2014-10-11,long life bakery product,53.9,2014
851,2440,2014-10-11,pastry,23.73,2014
852,2440,2014-06-26,house keeping products,120.0,2014
853,2447,2015-12-28,onions,5.02,2015
854,2447,2015-06-25,chicken,4.32,2015
855,2447,2015-10-15,frankfurter,20.88,2015
856,2447,2015-01-21,chicken,12.96,2015
857,2447,2015-01-21,grapes,17.08,2015
858,2447,2014-07-26,rolls/buns,3.6,2014
859,2447,2014-04-14,whole milk,30.24,2014
860,2447,2014-05-17,rolls/buns,4.8,2014
861,2447,2015-12-28,butter,9.54,2015
862,2447,2015-06-25,yogurt,4.6,2015
863,2447,2015-10-15,root vegetables,8.97,2015
864,2447,2015-01-21,pot plants,12.0,2015
865,2447,2015-01-21,curd cheese,15.66,2015
866,2447,2014-07-26,other vegetables,23.0,2014
867,2447,2014-04-14,other vegetables,23.0,2014
868,2447,2014-05-17,frozen vegetables,6.8100000000000005,2014
869,2447,2015-12-28,soups,5.22,2015
870,2447,2014-07-26,soda,25.200000000000003,2014
871,2447,2014-07-26,chocolate,30.54,2014
872,2447,2015-01-21,coffee,8.100000000000001,2015
873,2447,2015-01-21,napkins,3.28,2015
874,4217,2015-12-18,frozen vegetables,15.89,2015
875,4217,2015-11-23,pork,19.53,2015
876,4217,2015-01-12,whole milk,25.92,2015
877,4217,2015-05-02,bottled water,1.26,2015
878,4217,2015-06-17,salt,6.6000000000000005,2015
879,4217,2015-05-02,sausage,31.29,2015
880,4217,2014-03-15,other vegetables,13.8,2014
881,4217,2014-03-06,root vegetables,8.97,2014
882,4217,2014-08-30,cling film/bags,12.32,2014
883,4217,2014-06-20,pastry,6.78,2014
884,4217,2015-12-18,yogurt,9.2,2015
885,4217,2015-11-23,liquor,35.7,2015
886,4217,2015-01-12,bottled water,3.78,2015
887,4217,2015-05-02,yogurt,9.2,2015
888,4217,2015-06-17,soda,16.8,2015
889,4217,2015-05-02,bottled water,6.3,2015
890,4217,2014-03-15,soft cheese,17.97,2014
891,4217,2014-03-06,brown bread,19.200000000000003,2014
892,4217,2014-08-30,curd,8.4,2014
893,4217,2014-06-20,whole milk,12.96,2014
894,4217,2015-12-18,bottled beer,20.0,2015
895,4217,2014-07-27,dishes,21.4,2014
896,4217,2014-03-06,domestic eggs,15.47,2014
897,4217,2015-06-17,rolls/buns,1.2,2015
898,4217,2014-07-27,sweet spreads,49.95,2014
899,2816,2015-08-22,onions,2.51,2015
900,2816,2015-05-15,whole milk,4.32,2015
901,2816,2015-06-19,pastry,13.56,2015
902,2816,2015-01-10,rolls/buns,1.2,2015
903,2816,2015-09-30,chicken,17.28,2015
904,2816,2015-11-10,bottled beer,20.0,2015
905,2816,2015-06-19,canned beer,17.1,2015
906,2816,2015-01-10,tropical fruit,3.18,2015
907,2816,2014-06-03,citrus fruit,6.4,2014
908,2816,2014-01-18,citrus fruit,8.0,2014
909,2816,2015-08-22,grapes,7.32,2015
910,2816,2015-05-15,pastry,6.78,2015
911,2816,2015-06-19,mustard,6.300000000000001,2015
912,2816,2015-01-10,seasonal products,4.0,2015
913,2816,2015-09-30,root vegetables,2.99,2015
914,2816,2015-11-10,other vegetables,13.8,2015
915,2816,2015-06-19,yogurt,13.8,2015
916,2816,2015-01-10,fruit/vegetable juice,11.05,2015
917,2816,2014-06-03,whole milk,8.64,2014
918,2816,2014-01-18,chewing gum,7.0,2014
919,2816,2015-11-10,salty snack,6.0,2015
920,2816,2015-08-22,bottled beer,60.0,2015
921,2816,2014-01-18,frozen vegetables,15.89,2014
922,2816,2014-01-18,margarine,13.56,2014
923,3543,2015-03-18,tropical fruit,7.95,2015
924,3543,2015-05-17,canned beer,2.85,2015
925,3543,2015-11-10,frankfurter,36.54,2015
926,3543,2015-02-06,whole milk,17.28,2015
927,3543,2015-02-25,citrus fruit,3.2,2015
928,3543,2015-11-10,beef,40.46,2015
929,3543,2015-11-10,meat,20.0,2015
930,3543,2015-02-06,rolls/buns,2.4,2015
931,3543,2015-11-10,waffles,1.2,2015
932,3543,2014-09-13,rolls/buns,2.4,2014
933,3543,2015-03-18,fruit/vegetable juice,11.05,2015
934,3543,2015-05-17,whole milk,12.96,2015
935,3543,2015-11-10,whole milk,12.96,2015
936,3543,2015-02-06,cat food,44.0,2015
937,3543,2015-02-25,brown bread,19.200000000000003,2015
938,3543,2015-11-10,curd,14.7,2015
939,3543,2015-11-10,white bread,10.5,2015
940,3543,2015-02-06,shopping bags,47.6,2015
941,3543,2015-11-10,frozen meals,20.0,2015
942,3543,2014-09-13,processed cheese,32.2,2014
943,3543,2015-02-25,pastry,20.34,2015
944,3543,2015-11-10,sugar,11.2,2015
945,4524,2015-04-26,citrus fruit,11.2,2015
946,4524,2015-05-07,grapes,17.08,2015
947,4524,2015-10-12,whole milk,17.28,2015
948,4524,2015-04-22,whole milk,30.24,2015
949,4524,2015-08-26,whole milk,8.64,2015
950,4524,2015-12-26,sliced cheese,14.24,2015
951,4524,2015-02-05,spread cheese,10.0,2015
952,4524,2015-04-22,ice cream,4.75,2015
953,4524,2014-04-17,other vegetables,9.2,2014
954,4524,2015-04-26,pastry,16.95,2015
955,4524,2015-05-07,butter,3.18,2015
956,4524,2015-10-12,ice cream,23.75,2015
957,4524,2015-04-22,soda,16.8,2015
958,4524,2015-08-26,coffee,16.200000000000003,2015
959,4524,2015-12-26,root vegetables,14.95,2015
960,4524,2015-02-05,specialty bar,37.0,2015
961,4524,2015-04-22,yogurt,16.099999999999998,2015
962,4524,2014-04-17,red/blush wine,31.2,2014
963,4524,2015-08-26,fruit/vegetable juice,8.84,2015
964,4524,2015-04-22,spices,14.7,2015
965,4524,2014-04-17,curd,6.300000000000001,2014
966,4524,2015-12-26,whipped/sour cream,11.4,2015
967,3180,2015-03-15,whole milk,12.96,2015
968,3180,2015-04-05,tropical fruit,1.59,2015
969,3180,2015-06-02,ham,8.16,2015
970,3180,2015-10-19,root vegetables,5.98,2015
971,3180,2015-09-15,bottled beer,20.0,2015
972,3180,2015-10-19,pastry,10.17,2015
973,3180,2015-03-07,sausage,26.82,2015
974,3180,2015-03-07,other vegetables,18.4,2015
975,3180,2015-09-15,tropical fruit,3.18,2015
976,3180,2014-02-24,citrus fruit,9.6,2014
977,3180,2014-09-11,whole milk,25.92,2014
978,3180,2014-07-30,yogurt,2.3,2014
979,3180,2014-02-11,other vegetables,18.4,2014
980,3180,2015-10-19,rolls/buns,1.2,2015
981,3180,2015-03-15,sugar,4.800000000000001,2015
982,3180,2015-04-05,zwieback,25.0,2015
983,3180,2015-06-02,sugar,8.0,2015
984,3180,2015-10-19,condensed milk,16.799999999999997,2015
985,3180,2015-09-15,domestic eggs,2.21,2015
986,3180,2015-10-19,tropical fruit,1.59,2015
987,3180,2015-03-07,margarine,13.56,2015
988,3180,2015-03-07,curd,10.5,2015
989,3180,2015-09-15,baking powder,31.56,2015
990,3180,2014-02-24,domestic eggs,6.63,2014
991,3180,2014-09-11,flour,6.08,2014
992,3180,2014-07-30,whole milk,21.6,2014
993,3180,2014-02-11,rolls/buns,4.8,2014
994,3180,2015-10-19,bathroom cleaner,25.8,2015
995,3180,2014-09-11,whole milk,17.28,2014
996,3180,2014-07-30,onions,7.529999999999999,2014
997,3180,2015-03-07,pastry,20.34,2015
998,3180,2015-10-19,waffles,1.2,2015
999,3180,2015-10-19,canned beer,19.95,2015
1000,3180,2015-03-07,newspapers,5.0,2015
1001,3180,2014-09-11,margarine,11.3,2014
1002,3180,2014-07-30,sugar,11.2,2014
1003,3737,2015-03-03,bottled water,5.04,2015
1004,3737,2015-11-21,liquor (appetizer),72.0,2015
1005,3737,2015-05-05,whole milk,21.6,2015
1006,3737,2015-06-12,frankfurter,10.44,2015
1007,3737,2015-12-12,sausage,22.35,2015
1008,3737,2015-05-05,yogurt,9.2,2015
1009,3737,2015-06-12,sausage,8.94,2015
1010,3737,2014-06-04,soda,12.6,2014
1011,3737,2014-05-09,other vegetables,4.6,2014
1012,3737,2014-12-22,whipped/sour cream,7.6,2014
1013,3737,2014-06-07,rolls/buns,4.8,2014
1014,3737,2014-12-30,whole milk,17.28,2014
1015,3737,2014-03-01,instant coffee,10.0,2014
1016,3737,2015-03-03,berries,48.370000000000005,2015
1017,3737,2015-11-21,chocolate,20.36,2015
1018,3737,2015-05-05,pot plants,24.0,2015
1019,3737,2015-06-12,packaged fruit/vegetables,4.88,2015
1020,3737,2015-12-12,soda,21.0,2015
1021,3737,2015-05-05,pastry,16.95,2015
1022,3737,2015-06-12,yogurt,9.2,2015
1023,3737,2014-06-04,pork,11.16,2014
1024,3737,2014-05-09,bottled beer,10.0,2014
1025,3737,2014-12-22,other vegetables,27.6,2014
1026,3737,2014-06-07,bottled water,1.26,2014
1027,3737,2014-12-30,pip fruit,7.68,2014
1028,3737,2014-03-01,shopping bags,47.6,2014
1029,3737,2014-06-07,white bread,7.5,2014
1030,3737,2015-05-05,flower (seeds),24.4,2015
1031,3737,2015-06-12,bottled beer,50.0,2015
1032,3737,2015-11-21,soda,16.8,2015
1033,3737,2015-05-05,pudding powder,3.48,2015
1034,3737,2015-06-12,shopping bags,35.7,2015
1035,3737,2014-06-07,brown bread,3.2,2014
1036,1466,2015-04-19,beef,28.9,2015
1037,1466,2015-01-12,sausage,22.35,2015
1038,1466,2014-03-02,citrus fruit,4.800000000000001,2014
1039,1466,2014-04-25,root vegetables,8.97,2014
1040,1466,2014-05-24,root vegetables,14.95,2014
1041,1466,2014-07-13,hamburger meat,24.5,2014
1042,1466,2014-08-23,ice cream,4.75,2014
1043,1466,2014-05-16,chocolate,35.629999999999995,2014
1044,1466,2015-01-12,other vegetables,32.2,2015
1045,1466,2015-04-19,root vegetables,20.93,2015
1046,1466,2015-01-12,mayonnaise,15.0,2015
1047,1466,2014-03-02,chewing gum,5.0,2014
1048,1466,2014-04-25,popcorn,18.0,2014
1049,1466,2014-05-24,root vegetables,17.94,2014
1050,1466,2014-07-13,candy,11.0,2014
1051,1466,2014-08-23,white bread,4.5,2014
1052,1466,2014-05-16,beverages,6.18,2014
1053,1466,2015-01-12,seasonal products,14.0,2015
1054,1466,2014-09-04,rolls/buns,1.2,2014
1055,1466,2014-08-23,whole milk,17.28,2014
1056,1466,2014-03-02,brown bread,19.200000000000003,2014
1057,1466,2014-08-23,bottled water,2.52,2014
1058,1466,2014-09-04,waffles,3.6,2014
1059,3960,2015-03-25,tropical fruit,9.54,2015
1060,3960,2015-06-20,frankfurter,20.88,2015
1061,3960,2015-10-21,canned beer,17.1,2015
1062,3960,2015-09-21,frankfurter,10.44,2015
1063,3960,2015-10-21,pork,5.58,2015
1064,3960,2014-01-23,baking powder,15.78,2014
1065,3960,2014-05-14,curd,6.300000000000001,2014
1066,3960,2014-02-15,root vegetables,20.93,2014
1067,3960,2015-09-21,whole milk,25.92,2015
1068,3960,2015-03-25,root vegetables,11.96,2015
1069,3960,2015-06-20,long life bakery product,7.7,2015
1070,3960,2015-10-21,processed cheese,18.4,2015
1071,3960,2015-09-21,whole milk,21.6,2015
1072,3960,2015-10-21,root vegetables,5.98,2015
1073,3960,2014-01-23,frozen potato products,8.76,2014
1074,3960,2014-05-14,whipped/sour cream,5.699999999999999,2014
1075,3960,2014-02-15,whipped/sour cream,9.5,2014
1076,3960,2015-09-21,specialty bar,37.0,2015
1077,3960,2014-05-14,margarine,2.26,2014
1078,3960,2014-02-15,rolls/buns,2.4,2014
1079,3960,2015-10-21,snack products,14.0,2015
1080,3960,2015-10-21,sugar,3.2,2015
1081,3960,2014-02-15,rolls/buns,6.0,2014
1082,3246,2015-06-24,coffee,5.4,2015
1083,3246,2015-08-27,canned beer,19.95,2015
1084,3246,2015-08-27,frozen meals,12.0,2015
1085,3246,2014-05-21,rolls/buns,8.4,2014
1086,3246,2014-10-29,pork,16.740000000000002,2014
1087,3246,2014-01-14,pot plants,12.0,2014
1088,3246,2014-12-25,soda,25.200000000000003,2014
1089,3246,2014-12-28,napkins,6.56,2014
1090,3246,2015-06-24,root vegetables,14.95,2015
1091,3246,2015-08-27,beef,28.9,2015
1092,3246,2015-08-27,canned beer,11.4,2015
1093,3246,2014-05-21,root vegetables,8.97,2014
1094,3246,2014-10-29,fruit/vegetable juice,4.42,2014
1095,3246,2014-01-14,frozen vegetables,15.89,2014
1096,3246,2014-12-25,root vegetables,17.94,2014
1097,3246,2014-12-28,dessert,4.38,2014
1098,3246,2014-04-10,yogurt,9.2,2014
1099,3246,2014-12-25,whole milk,25.92,2014
1100,3246,2015-08-27,coffee,16.200000000000003,2015
1101,3246,2014-12-25,pastry,10.17,2014
1102,3246,2014-04-10,yogurt,4.6,2014
1103,3246,2014-01-14,coffee,16.200000000000003,2014
1104,4486,2015-02-12,frankfurter,26.1,2015
1105,4486,2015-09-11,citrus fruit,9.6,2015
1106,4486,2015-10-23,frankfurter,36.54,2015
1107,4486,2015-07-21,canned beer,17.1,2015
1108,4486,2015-07-21,hygiene articles,20.0,2015
1109,4486,2015-06-11,berries,13.82,2015
1110,4486,2015-09-11,ham,16.32,2015
1111,4486,2015-09-11,canned beer,19.95,2015
1112,4486,2015-09-11,frozen vegetables,11.35,2015
1113,4486,2015-10-23,pork,8.370000000000001,2015
1114,4486,2014-07-07,yogurt,6.9,2014
1115,4486,2015-07-21,pork,13.95,2015
1116,4486,2015-02-12,rolls/buns,6.0,2015
1117,4486,2015-09-11,tropical fruit,4.7700000000000005,2015
1118,4486,2015-10-23,rolls/buns,1.2,2015
1119,4486,2015-07-21,soft cheese,41.93,2015
1120,4486,2015-07-21,bottled beer,40.0,2015
1121,4486,2015-06-11,rolls/buns,7.199999999999999,2015
1122,4486,2015-09-11,other vegetables,18.4,2015
1123,4486,2015-09-11,yogurt,13.8,2015
1124,4486,2015-09-11,whole milk,12.96,2015
1125,4486,2015-10-23,grapes,2.44,2015
1126,4486,2014-07-07,herbs,3.0,2014
