,Member_number,Date,itemDescription,Sales,Year
8708,1632,2014-02-16,brown bread,16.0,2014
8709,4297,2014-08-29,frankfurter,20.88,2014
8710,4539,2014-04-14,frankfurter,10.44,2014
8711,4762,2014-06-25,pip fruit,3.84,2014
8712,4153,2014-02-14,sausage,8.94,2014
8713,1500,2014-06-20,hygiene articles,20.0,2014
8714,1895,2014-07-22,frankfurter,26.099999999999998,2014
8715,1466,2014-03-02,citrus fruit,4.800000000000001,2014
8716,2233,2014-04-24,tropical fruit,6.36,2014
8717,3057,2014-01-28,chicken,8.64,2014
8718,3308,2014-08-21,bottled water,5.04,2014
8719,3241,2014-08-01,ham,10.88,2014
8720,1947,2014-02-27,canned beer,5.7,2014
8721,2589,2014-04-10,grapes,9.76,2014
8722,3127,2014-02-25,hamburger meat,14.700000000000001,2014
8723,2138,2014-05-13,curd,12.600000000000001,2014
8724,2495,2014-01-31,rolls/buns,2.4,2014
8725,3590,2014-03-29,waffles,8.4,2014
8726,4037,2014-05-05,beef,40.46,2014
8727,4968,2014-04-03,beef,40.46,2014
8728,1612,2014-08-10,butter,15.9,2014
8729,4741,2014-10-12,sausage,4.47,2014
8730,2899,2014-08-01,frankfurter,20.88,2014
8731,4206,2014-09-18,chocolate,20.36,2014
8732,3705,2014-08-17,UHT-milk,16.0,2014
8733,2832,2014-07-29,sausage,31.29,2014
8734,4054,2014-05-10,cream cheese ,4.0,2014
8735,1595,2014-07-17,bottled beer,10.0,2014
8736,4821,2014-02-09,rolls/buns,4.8,2014
8737,1336,2014-01-23,rolls/buns,1.2,2014
8738,2446,2014-01-19,finished products,10.66,2014
8739,1033,2014-04-21,sausage,4.47,2014
8740,1447,2014-05-06,tropical fruit,4.7700000000000005,2014
8741,1185,2014-08-14,beef,34.68,2014
8742,1410,2014-06-01,sausage,31.29,2014
8743,4588,2014-07-28,ham,2.72,2014
8744,2732,2014-01-31,grapes,2.44,2014
8745,1473,2014-10-10,whole milk,21.6,2014
8746,2029,2014-10-21,beef,28.900000000000002,2014
8747,2799,2014-07-31,canned fish,39.199999999999996,2014
8748,4579,2014-01-19,whole milk,30.240000000000002,2014
8749,1041,2014-06-13,chicken,25.92,2014
8750,1877,2014-09-30,rolls/buns,8.4,2014
8751,4191,2014-03-14,liver loaf,18.0,2014
8752,3649,2014-07-11,frankfurter,26.099999999999998,2014
8753,2706,2014-02-24,citrus fruit,8.0,2014
8754,3821,2014-02-26,turkey,20.0,2014
8755,3917,2014-02-14,sausage,13.41,2014
8756,4464,2014-07-27,beverages,4.12,2014
8757,1935,2014-06-30,mayonnaise,15.0,2014
8758,1783,2014-07-22,rolls/buns,3.5999999999999996,2014
8759,3817,2014-08-23,chicken,17.28,2014
8760,4162,2014-04-15,canned beer,19.95,2014
8761,1653,2014-07-18,chicken,17.28,2014
8762,1686,2014-12-04,whole milk,17.28,2014
8763,2549,2014-05-09,ham,8.16,2014
8764,1380,2014-04-22,rolls/buns,4.8,2014
8765,3315,2014-12-27,whole milk,21.6,2014
8766,4931,2014-02-23,soda,12.600000000000001,2014
8767,4849,2014-04-14,shopping bags,11.9,2014
8768,2984,2014-07-07,whole milk,4.32,2014
8769,1262,2014-12-07,organic sausage,44.82,2014
8770,2561,2014-11-27,citrus fruit,4.800000000000001,2014
8771,2755,2014-02-01,beef,23.12,2014
8772,1747,2014-07-01,frankfurter,5.22,2014
8773,1913,2014-08-31,pork,19.53,2014
8774,3090,2014-03-10,yogurt,16.099999999999998,2014
8775,4369,2014-10-27,butter,19.080000000000002,2014
8776,4872,2014-10-20,yogurt,16.099999999999998,2014
8777,3918,2014-04-05,salty snack,3.0,2014
8778,1758,2014-09-21,rolls/buns,8.4,2014
8779,2328,2014-01-22,bottled beer,20.0,2014
8780,3570,2014-05-06,beef,40.46,2014
8781,4753,2014-11-10,meat,20.0,2014
8782,1815,2014-04-12,semi-finished bread,10.0,2014
8783,4372,2014-11-09,whole milk,12.96,2014
8784,1287,2014-08-07,chicken,25.92,2014
8785,4938,2014-05-01,meat,20.0,2014
8786,4164,2014-08-09,pastry,23.73,2014
8787,4410,2014-05-24,rolls/buns,1.2,2014
8788,2609,2014-04-06,beverages,5.15,2014
8789,2293,2014-03-31,other vegetables,18.4,2014
8790,4049,2014-06-07,frankfurter,15.66,2014
8791,2240,2014-02-10,pastry,16.95,2014
8792,3197,2014-01-03,sausage,26.82,2014
8793,1223,2014-05-09,citrus fruit,3.2,2014
8794,2186,2014-12-04,tropical fruit,1.59,2014
8795,4137,2014-12-15,salty snack,3.0,2014
8796,3284,2014-03-25,whole milk,30.240000000000002,2014
8797,3190,2014-04-13,pastry,10.17,2014
8798,3059,2014-06-15,salty snack,12.0,2014
8799,2441,2014-08-28,canned beer,11.4,2014
8800,3645,2014-08-22,chicken,8.64,2014
8801,2246,2014-01-21,bottled beer,20.0,2014
8802,4431,2014-12-06,whole milk,4.32,2014
8803,3047,2014-08-16,pip fruit,7.68,2014
8804,1866,2014-08-29,chocolate,10.18,2014
8805,3138,2014-10-13,citrus fruit,1.6,2014
8806,2078,2014-05-14,soda,4.2,2014
8807,3142,2014-06-05,soda,16.8,2014
8808,4262,2014-03-06,frozen meals,16.0,2014
8809,4872,2014-02-13,newspapers,6.0,2014
8810,1985,2014-05-18,sausage,31.29,2014
8811,2458,2014-11-20,frozen meals,16.0,2014
8812,2540,2014-01-29,finished products,5.33,2014
8813,3194,2014-07-26,tropical fruit,3.18,2014
8814,3071,2014-04-18,whole milk,30.240000000000002,2014
8815,4181,2014-07-09,ice cream,23.75,2014
8816,2033,2014-11-29,processed cheese,18.4,2014
8817,3306,2014-11-12,soda,8.4,2014
8818,1658,2014-09-08,newspapers,3.0,2014
8819,3884,2014-12-10,beef,34.68,2014
8820,1215,2014-07-30,grapes,17.08,2014
8821,2477,2014-09-30,pip fruit,3.84,2014
8822,3971,2014-04-02,chocolate marshmallow,18.15,2014
8823,3644,2014-02-20,bottled beer,30.0,2014
8824,1550,2014-05-05,pork,5.58,2014
8825,1625,2014-02-09,meat,40.0,2014
8826,2472,2014-01-02,other vegetables,23.0,2014
8827,2337,2014-03-04,tropical fruit,11.13,2014
8828,4690,2014-02-03,chicken,17.28,2014
8829,1748,2014-08-26,bottled beer,60.0,2014
8830,4296,2014-12-15,sausage,17.88,2014
8831,3529,2014-08-26,yogurt,9.2,2014
8832,3804,2014-04-28,frankfurter,36.54,2014
8833,4107,2014-05-10,frankfurter,5.22,2014
8834,3727,2014-07-28,citrus fruit,8.0,2014
8835,1492,2014-12-20,frankfurter,31.32,2014
8836,4952,2014-04-09,whipped/sour cream,13.299999999999999,2014
8837,4641,2014-11-05,bottled water,1.26,2014
8838,4716,2014-05-18,grapes,12.2,2014
8839,3857,2014-07-11,frankfurter,31.32,2014
8840,4599,2014-03-21,frankfurter,15.66,2014
8841,2906,2014-06-25,frankfurter,15.66,2014
8842,3552,2014-01-27,candy,2.2,2014
8843,4572,2014-10-30,other vegetables,13.799999999999999,2014
8844,4345,2014-03-19,beef,17.34,2014
8845,1908,2014-09-20,bottled beer,40.0,2014
8846,4744,2014-01-31,frankfurter,36.54,2014
8847,2064,2014-03-18,pork,11.16,2014
8848,1726,2014-05-04,root vegetables,5.98,2014
8849,2383,2014-05-25,beef,28.900000000000002,2014
8850,4245,2014-07-15,misc. beverages,38.5,2014
8851,1013,2014-02-20,whole milk,17.28,2014
8852,2676,2014-10-01,other vegetables,23.0,2014
8853,4155,2014-03-09,beef,11.56,2014
8854,1365,2014-08-23,sausage,17.88,2014
8855,4917,2014-05-30,frankfurter,5.22,2014
8856,4686,2014-06-27,whole milk,17.28,2014
8857,4842,2014-05-23,sausage,8.94,2014
8858,3673,2014-11-08,other vegetables,23.0,2014
8859,4214,2014-03-10,sausage,13.41,2014
8860,3952,2014-07-27,other vegetables,18.4,2014
8861,3972,2014-03-04,frankfurter,36.54,2014
8862,3790,2014-07-31,frankfurter,26.099999999999998,2014
8863,3042,2014-04-04,curd,14.700000000000001,2014
8864,2567,2014-07-22,grapes,2.44,2014
8865,3830,2014-07-28,canned beer,8.55,2014
8866,2515,2014-01-27,hamburger meat,4.9,2014
8867,2545,2014-01-14,citrus fruit,3.2,2014
8868,1006,2014-09-04,whole milk,17.28,2014
8869,2590,2014-03-09,frozen dessert,32.9,2014
8870,1757,2014-03-30,yogurt,2.3,2014
8871,2352,2014-03-27,tropical fruit,4.7700000000000005,2014
8872,1136,2014-09-28,tropical fruit,6.36,2014
8873,3123,2014-08-07,fruit/vegetable juice,8.84,2014
8874,3224,2014-06-08,hamburger meat,9.8,2014
8875,4642,2014-12-17,newspapers,2.0,2014
8876,2380,2014-05-04,specialty chocolate,12.6,2014
8877,4029,2014-10-27,soda,12.600000000000001,2014
8878,1103,2014-12-07,ice cream,23.75,2014
8879,4655,2014-11-14,beef,17.34,2014
8880,1773,2014-10-28,sausage,22.349999999999998,2014
8881,4645,2014-10-11,yogurt,4.6,2014
8882,1468,2014-02-10,whole milk,17.28,2014
8883,4383,2014-02-12,ice cream,28.5,2014
8884,3279,2014-07-03,frankfurter,26.099999999999998,2014
8885,3025,2014-01-19,hamburger meat,24.5,2014
8886,2969,2014-04-13,frankfurter,26.099999999999998,2014
8887,1767,2014-02-06,frankfurter,20.88,2014
8888,2830,2014-09-21,sausage,31.29,2014
8889,3556,2014-02-04,pork,11.16,2014
8890,1104,2014-09-05,yogurt,9.2,2014
8891,1740,2014-11-21,ham,10.88,2014
8892,1844,2014-09-18,other vegetables,13.799999999999999,2014
8893,2544,2014-09-06,sausage,17.88,2014
8894,3655,2014-10-05,beef,34.68,2014
8895,4947,2014-01-28,dishes,74.89999999999999,2014
8896,4002,2014-08-24,pork,13.95,2014
8897,4951,2014-08-15,beef,40.46,2014
8898,3309,2014-06-06,whole milk,8.64,2014
8899,2289,2014-03-07,chicken,25.92,2014
8900,2120,2014-06-07,yogurt,11.5,2014
8901,4679,2014-06-13,salty snack,6.0,2014
8902,3220,2014-03-15,pip fruit,1.28,2014
8903,2146,2014-05-30,sausage,22.349999999999998,2014
8904,1851,2014-12-02,curd,10.5,2014
8905,1889,2014-03-08,beef,40.46,2014
8906,2789,2014-02-11,salty snack,15.0,2014
8907,2611,2014-12-29,frankfurter,36.54,2014
8908,1309,2014-12-23,dessert,2.92,2014
8909,2259,2014-06-16,frankfurter,20.88,2014
8910,2540,2014-12-16,whole milk,17.28,2014
8911,3539,2014-01-13,photo/film,68.76,2014
8912,4149,2014-12-05,pip fruit,5.12,2014
8913,3847,2014-08-06,sausage,31.29,2014
8914,4285,2014-04-13,root vegetables,8.97,2014
8915,1445,2014-04-13,frankfurter,10.44,2014
8916,2701,2014-03-05,ham,13.600000000000001,2014
8917,1602,2014-05-29,pip fruit,7.68,2014
8918,1590,2014-01-06,citrus fruit,8.0,2014
8919,3704,2014-02-08,soda,8.4,2014
8920,4035,2014-07-14,sugar,11.200000000000001,2014
8921,4861,2014-03-23,hamburger meat,24.5,2014
8922,3757,2014-08-07,whole milk,25.92,2014
8923,4743,2014-07-07,nuts/prunes,4.5,2014
8924,4527,2014-03-16,frankfurter,15.66,2014
8925,2756,2014-05-14,red/blush wine,31.2,2014
8926,1432,2014-02-18,berries,48.370000000000005,2014
8927,3089,2014-08-20,sausage,17.88,2014
8928,4614,2014-12-25,salty snack,18.0,2014
8929,4255,2014-02-01,frankfurter,15.66,2014
8930,3426,2014-02-05,pork,5.58,2014
8931,3343,2014-03-08,misc. beverages,38.5,2014
8932,3550,2014-12-18,ice cream,23.75,2014
8933,4785,2014-08-14,chocolate,15.27,2014
8934,3137,2014-11-09,whole milk,25.92,2014
8935,4645,2014-12-13,other vegetables,9.2,2014
8936,1369,2014-05-05,spread cheese,35.0,2014
8937,3684,2014-06-02,whole milk,8.64,2014
8938,4423,2014-02-25,pip fruit,8.96,2014
8939,3561,2014-05-26,frankfurter,10.44,2014
8940,2625,2014-12-14,pork,5.58,2014
8941,1218,2014-08-05,citrus fruit,4.800000000000001,2014
8942,2120,2014-07-07,bottled beer,20.0,2014
8943,2332,2014-05-14,citrus fruit,6.4,2014
8944,2269,2014-05-01,hamburger meat,14.700000000000001,2014
8945,2607,2014-11-20,whipped/sour cream,7.6,2014
8946,4866,2014-09-16,sausage,4.47,2014
8947,2723,2014-10-27,citrus fruit,6.4,2014
8948,3660,2014-05-19,rolls/buns,4.8,2014
8949,2407,2014-08-01,sliced cheese,7.12,2014
8950,3670,2014-04-08,butter milk,7.32,2014
8951,3743,2014-03-07,sausage,26.82,2014
8952,3598,2014-03-13,other vegetables,13.799999999999999,2014
8953,3882,2014-07-18,beef,40.46,2014
8954,1175,2014-02-01,hamburger meat,14.700000000000001,2014
8955,2913,2014-12-14,chicken,17.28,2014
8956,1087,2014-02-26,sausage,13.41,2014
8957,2075,2014-06-05,sausage,13.41,2014
8958,3034,2014-12-26,bottled water,3.7800000000000002,2014
8959,4820,2014-10-28,pastry,6.78,2014
8960,1651,2014-08-20,cat food,44.0,2014
8961,3625,2014-10-17,other vegetables,27.599999999999998,2014
8962,3487,2014-03-25,whole milk,30.240000000000002,2014
8963,1729,2014-03-20,other vegetables,23.0,2014
8964,2803,2014-03-07,tropical fruit,7.95,2014
8965,3692,2014-10-19,citrus fruit,4.800000000000001,2014
8966,1649,2014-07-29,pork,2.79,2014
8967,4015,2014-02-17,canned beer,19.95,2014
8968,4427,2014-12-03,frankfurter,5.22,2014
8969,4021,2014-10-31,yogurt,11.5,2014
8970,1737,2014-08-28,sausage,31.29,2014
8971,2320,2014-05-02,cream cheese ,3.0,2014
8972,4725,2014-08-31,other vegetables,23.0,2014
8973,1697,2014-01-22,sausage,13.41,2014
8974,2341,2014-04-17,frankfurter,36.54,2014
8975,1180,2014-08-24,citrus fruit,4.800000000000001,2014
8976,3226,2014-02-26,ham,16.32,2014
8977,4288,2014-09-24,soda,4.2,2014
8978,2181,2014-04-29,frankfurter,26.099999999999998,2014
8979,2517,2014-12-05,citrus fruit,4.800000000000001,2014
8980,2909,2014-01-18,frozen fish,25.200000000000003,2014
8981,4312,2014-02-04,whole milk,12.96,2014
8982,4965,2014-12-23,ham,16.32,2014
8983,1224,2014-09-20,sausage,22.349999999999998,2014
8984,3135,2014-06-21,shopping bags,59.5,2014
8985,1914,2014-11-28,cereals,10.0,2014
8986,3589,2014-07-09,frozen fish,16.8,2014
8987,4274,2014-03-31,whole milk,12.96,2014
8988,3395,2014-03-17,soda,21.0,2014
8989,4086,2014-11-15,pastry,3.39,2014
8990,1033,2014-02-03,frankfurter,10.44,2014
8991,2398,2014-07-23,yogurt,13.799999999999999,2014
8992,3782,2014-09-16,domestic eggs,4.42,2014
8993,3109,2014-11-09,sausage,22.349999999999998,2014
8994,2028,2014-08-22,ham,8.16,2014
8995,4963,2014-03-03,other vegetables,4.6,2014
8996,1043,2014-03-14,tropical fruit,6.36,2014
8997,4303,2014-10-24,whole milk,12.96,2014
8998,3282,2014-08-28,sausage,13.41,2014
8999,3220,2014-12-13,soda,8.4,2014
9000,3297,2014-03-30,tropical fruit,7.95,2014
9001,2153,2014-12-14,domestic eggs,4.42,2014
9002,1065,2014-12-25,red/blush wine,15.6,2014
9003,1126,2014-02-11,rolls/buns,4.8,2014
9004,1399,2014-06-02,other vegetables,32.199999999999996,2014
9005,2602,2014-03-01,frankfurter,10.44,2014
9006,2478,2014-02-09,citrus fruit,8.0,2014
9007,2645,2014-07-08,dessert,2.92,2014
9008,3109,2014-10-14,tropical fruit,6.36,2014
9009,3268,2014-01-31,hamburger meat,34.300000000000004,2014
9010,2556,2014-06-03,soda,25.200000000000003,2014
9011,3139,2014-06-11,chicken,21.6,2014
9012,2971,2014-12-07,rolls/buns,3.5999999999999996,2014
9013,4391,2014-04-06,butter,9.540000000000001,2014
9014,3322,2014-01-08,pip fruit,3.84,2014
9015,1740,2014-08-07,specialty bar,37.0,2014
9016,3367,2014-02-27,sausage,4.47,2014
9017,3616,2014-11-06,grapes,2.44,2014
9018,3736,2014-02-16,semi-finished bread,2.5,2014
9019,1795,2014-05-20,domestic eggs,8.84,2014
9020,2702,2014-08-09,pastry,3.39,2014
9021,4397,2014-08-28,root vegetables,11.96,2014
9022,2649,2014-02-18,whole milk,8.64,2014
9023,4752,2014-04-03,meat,20.0,2014
9024,2028,2014-10-26,canned beer,11.4,2014
9025,1128,2014-10-05,frankfurter,20.88,2014
9026,1199,2014-03-23,grapes,17.08,2014
9027,4986,2014-08-02,candles,13.93,2014
9028,3102,2014-09-05,other vegetables,23.0,2014
9029,2079,2014-04-11,tropical fruit,4.7700000000000005,2014
9030,1931,2014-03-13,chicken,8.64,2014
9031,1176,2014-04-09,soda,16.8,2014
9032,3562,2014-11-09,ham,16.32,2014
9033,1962,2014-06-14,pork,5.58,2014
9034,1782,2014-10-04,frozen vegetables,2.27,2014
9035,3493,2014-01-12,beef,28.900000000000002,2014
9036,4268,2014-10-14,pork,8.370000000000001,2014
9037,3730,2014-04-17,dessert,8.76,2014
9038,1144,2014-07-11,pork,11.16,2014
9039,4637,2014-06-12,chicken,4.32,2014
9040,1855,2014-09-26,hamburger meat,4.9,2014
9041,3022,2014-02-16,chicken,17.28,2014
9042,3960,2014-01-23,baking powder,15.78,2014
9043,2786,2014-08-30,other vegetables,27.599999999999998,2014
9044,2550,2014-11-06,curd,4.2,2014
9045,1141,2014-08-04,tropical fruit,3.18,2014
9046,3226,2014-10-25,rolls/buns,3.5999999999999996,2014
9047,3846,2014-08-25,meat,40.0,2014
9048,1282,2014-06-06,soda,8.4,2014
9049,3213,2014-12-19,photo/film,22.92,2014
9050,3910,2014-02-17,pet care,50.0,2014
9051,2533,2014-09-21,other vegetables,23.0,2014
9052,3713,2014-12-17,citrus fruit,8.0,2014
9053,2131,2014-02-18,citrus fruit,8.0,2014
9054,2878,2014-06-13,rolls/buns,2.4,2014
9055,2355,2014-01-26,canned beer,14.25,2014
9056,3847,2014-07-31,canned beer,14.25,2014
9057,3619,2014-12-16,sugar,1.6,2014
9058,4980,2014-08-25,meat,20.0,2014
9059,1185,2014-09-27,frankfurter,10.44,2014
9060,4049,2014-12-23,dishes,53.5,2014
9061,2681,2014-04-09,pork,2.79,2014
9062,1742,2014-10-20,frankfurter,36.54,2014
9063,4594,2014-01-07,other vegetables,27.599999999999998,2014
9064,3869,2014-05-24,newspapers,6.0,2014
9065,1191,2014-10-03,berries,27.64,2014
9066,2466,2014-01-28,beef,5.78,2014
9067,4857,2014-03-03,whole milk,21.6,2014
9068,3087,2014-02-21,citrus fruit,3.2,2014
9069,4730,2014-11-26,other vegetables,13.799999999999999,2014
9070,2120,2014-02-27,root vegetables,17.94,2014
9071,2452,2014-02-18,frankfurter,20.88,2014
9072,3499,2014-04-04,other vegetables,4.6,2014
9073,1731,2014-12-28,sausage,8.94,2014
9074,1751,2014-02-27,yogurt,4.6,2014
9075,1991,2014-07-14,sausage,8.94,2014
9076,4300,2014-01-28,hamburger meat,24.5,2014
9077,2009,2014-03-06,pork,16.740000000000002,2014
9078,1585,2014-09-17,tropical fruit,6.36,2014
9079,1604,2014-03-02,rolls/buns,1.2,2014
9080,3804,2014-12-27,tropical fruit,3.18,2014
9081,4955,2014-03-22,sausage,31.29,2014
9082,4826,2014-04-14,hamburger meat,14.700000000000001,2014
9083,2294,2014-04-07,pip fruit,8.96,2014
9084,2857,2014-08-28,beef,23.12,2014
9085,4911,2014-07-20,other vegetables,27.599999999999998,2014
9086,4924,2014-01-31,sausage,13.41,2014
9087,1392,2014-12-09,other vegetables,9.2,2014
9088,3917,2014-03-04,ham,16.32,2014
9089,3032,2014-12-28,frankfurter,5.22,2014
9090,1808,2014-11-29,meat,20.0,2014
9091,4082,2014-01-07,ham,13.600000000000001,2014
9092,1673,2014-08-04,citrus fruit,4.800000000000001,2014
9093,3246,2014-05-21,rolls/buns,8.4,2014
9094,1415,2014-05-01,sausage,4.47,2014
9095,2555,2014-12-27,root vegetables,20.93,2014
9096,4426,2014-01-12,berries,48.370000000000005,2014
9097,4406,2014-01-20,pork,5.58,2014
9098,3514,2014-12-13,meat,40.0,2014
9099,4197,2014-09-29,pastry,6.78,2014
9100,3206,2014-08-24,long life bakery product,38.5,2014
9101,3767,2014-01-30,meat,40.0,2014
9102,3761,2014-01-03,meat,20.0,2014
9103,3013,2014-07-08,sauces,11.0,2014
9104,2454,2014-09-11,pip fruit,3.84,2014
9105,4042,2014-01-25,root vegetables,14.950000000000001,2014
9106,3936,2014-06-08,ham,16.32,2014
9107,2943,2014-06-30,hamburger meat,9.8,2014
9108,3163,2014-09-11,yogurt,6.8999999999999995,2014
9109,1435,2014-07-12,beef,40.46,2014
9110,4174,2014-07-15,citrus fruit,4.800000000000001,2014
9111,1929,2014-10-11,berries,13.82,2014
9112,4462,2014-09-21,frankfurter,15.66,2014
9113,3840,2014-06-11,citrus fruit,4.800000000000001,2014
9114,2946,2014-09-01,onions,10.04,2014
9115,4434,2014-08-31,beef,23.12,2014
9116,2826,2014-04-09,frankfurter,20.88,2014
9117,1376,2014-11-29,pip fruit,3.84,2014
9118,1896,2014-07-25,brown bread,9.600000000000001,2014
9119,4952,2014-02-10,meat,20.0,2014
9120,4117,2014-04-24,citrus fruit,1.6,2014
9121,1385,2014-02-27,beef,11.56,2014
9122,4448,2014-02-21,other vegetables,27.599999999999998,2014
9123,4622,2014-12-06,chicken,30.240000000000002,2014
9124,4018,2014-09-27,sausage,13.41,2014
9125,3757,2014-12-18,tropical fruit,7.95,2014
9126,1816,2014-09-01,soda,4.2,2014
9127,3189,2014-08-02,citrus fruit,4.800000000000001,2014
9128,4581,2014-05-08,coffee,16.200000000000003,2014
9129,3416,2014-07-13,chicken,30.240000000000002,2014
9130,2910,2014-01-03,sugar,4.800000000000001,2014
9131,2720,2014-06-26,turkey,20.0,2014
9132,2351,2014-01-01,cleaner,60.0,2014
9133,3348,2014-11-18,herbs,12.0,2014
9134,2703,2014-09-29,citrus fruit,11.200000000000001,2014
9135,2612,2014-04-06,citrus fruit,8.0,2014
9136,3299,2014-06-09,beef,40.46,2014
9137,3722,2014-02-20,sausage,31.29,2014
9138,2289,2014-08-17,soda,8.4,2014
9139,4656,2014-05-07,liquor,71.4,2014
9140,3485,2014-05-21,pork,16.740000000000002,2014
9141,4114,2014-07-08,chicken,17.28,2014
9142,1586,2014-02-05,pip fruit,2.56,2014
9143,2815,2014-10-30,beef,40.46,2014
9144,4239,2014-08-12,frankfurter,5.22,2014
9145,1494,2014-02-13,bottled water,6.3,2014
9146,1747,2014-12-17,canned beer,8.55,2014
9147,2218,2014-09-25,pip fruit,3.84,2014
9148,4959,2014-10-20,pip fruit,6.4,2014
9149,2453,2014-07-05,sausage,22.349999999999998,2014
9150,4502,2014-07-27,hamburger meat,24.5,2014
9151,1504,2014-12-01,sausage,26.82,2014
9152,4494,2014-04-24,beef,5.78,2014
9153,3610,2014-03-18,other vegetables,4.6,2014
9154,3617,2014-04-16,pastry,16.95,2014
9155,1279,2014-08-25,chicken,25.92,2014
9156,2387,2014-11-03,herbs,18.0,2014
9157,2912,2014-08-24,beef,17.34,2014
9158,3008,2014-09-07,butter,3.18,2014
9159,2739,2014-11-07,root vegetables,20.93,2014
9160,2038,2014-10-28,beef,17.34,2014
9161,3090,2014-11-22,whipped/sour cream,9.5,2014
9162,3142,2014-05-05,butter,19.080000000000002,2014
9163,2962,2014-07-06,root vegetables,14.950000000000001,2014
9164,4067,2014-04-29,tropical fruit,11.13,2014
9165,1307,2014-12-15,hamburger meat,34.300000000000004,2014
9166,4917,2014-04-21,pork,2.79,2014
9167,2157,2014-06-26,beef,5.78,2014
9168,3876,2014-08-25,grapes,9.76,2014
9169,1917,2014-02-25,frankfurter,36.54,2014
9170,4750,2014-11-04,pork,8.370000000000001,2014
9171,1820,2014-02-24,meat,20.0,2014
9172,2226,2014-01-01,sausage,13.41,2014
9173,2801,2014-01-23,root vegetables,20.93,2014
9174,3569,2014-06-11,sausage,17.88,2014
9175,2950,2014-11-18,canned beer,11.4,2014
9176,1382,2014-08-05,citrus fruit,6.4,2014
9177,1856,2014-10-23,frankfurter,15.66,2014
9178,3059,2014-05-03,sausage,8.94,2014
9179,1686,2014-05-05,pork,11.16,2014
9180,2065,2014-01-03,sausage,22.349999999999998,2014
9181,1566,2014-01-24,citrus fruit,11.200000000000001,2014
9182,1197,2014-03-05,whole milk,21.6,2014
9183,4557,2014-11-01,tropical fruit,4.7700000000000005,2014
9184,2495,2014-02-24,other vegetables,13.799999999999999,2014
9185,3739,2014-10-20,rolls/buns,3.5999999999999996,2014
9186,1621,2014-06-18,other vegetables,13.799999999999999,2014
9187,2435,2014-02-02,sausage,8.94,2014
9188,4948,2014-05-23,root vegetables,17.94,2014
9189,4531,2014-11-10,pastry,16.95,2014
9190,4384,2014-10-22,bottled water,1.26,2014
9191,3441,2014-04-20,other vegetables,18.4,2014
9192,2880,2014-04-12,tropical fruit,3.18,2014
9193,4268,2014-02-22,frankfurter,15.66,2014
9194,4901,2014-12-04,pastry,23.73,2014
9195,2606,2014-08-22,citrus fruit,11.200000000000001,2014
9196,4687,2014-08-04,meat,40.0,2014
9197,4121,2014-04-19,ice cream,14.25,2014
9198,1160,2014-06-02,whole milk,4.32,2014
9199,3122,2014-12-25,soda,25.200000000000003,2014
9200,1847,2014-10-01,canned beer,17.1,2014
9201,3402,2014-12-24,roll products ,1.0,2014
9202,3349,2014-09-07,tropical fruit,9.540000000000001,2014
9203,3967,2014-02-20,other vegetables,23.0,2014
9204,2808,2014-01-23,other vegetables,27.599999999999998,2014
9205,1730,2014-08-19,sugar,4.800000000000001,2014
9206,2664,2014-08-10,chicken,21.6,2014
9207,2584,2014-05-18,chicken,12.96,2014
9208,2028,2014-10-29,meat,20.0,2014
9209,3636,2014-11-19,rolls/buns,2.4,2014
9210,3769,2014-01-28,root vegetables,20.93,2014
9211,2338,2014-11-03,newspapers,2.0,2014
9212,3593,2014-12-04,ham,19.040000000000003,2014
9213,4432,2014-04-12,sausage,22.349999999999998,2014
9214,3721,2014-02-20,specialty cheese,43.8,2014
9215,4133,2014-08-22,seasonal products,12.0,2014
9216,2541,2014-07-05,newspapers,7.0,2014
9217,1897,2014-12-09,sausage,13.41,2014
9218,3350,2014-05-23,rolls/buns,7.199999999999999,2014
9219,3311,2014-07-18,whole milk,25.92,2014
9220,4864,2014-06-16,sausage,17.88,2014
9221,3732,2014-01-18,ice cream,33.25,2014
9222,4494,2014-05-26,chicken,25.92,2014
9223,2160,2014-07-30,shopping bags,59.5,2014
9224,3812,2014-04-30,bottled water,5.04,2014
9225,3872,2014-07-28,root vegetables,8.97,2014
9226,4257,2014-06-14,sausage,13.41,2014
9227,3891,2014-09-13,chicken,4.32,2014
9228,1465,2014-01-23,ham,2.72,2014
9229,1440,2014-06-01,tropical fruit,6.36,2014
9230,4974,2014-07-18,rolls/buns,1.2,2014
9231,1282,2014-10-24,other vegetables,23.0,2014
9232,1824,2014-08-08,sausage,17.88,2014
9233,4195,2014-09-09,berries,34.55,2014
9234,4389,2014-10-31,frankfurter,31.32,2014
9235,2855,2014-01-17,yogurt,16.099999999999998,2014
9236,4803,2014-12-30,bottled water,8.82,2014
9237,2633,2014-05-16,bottled water,2.52,2014
9238,3531,2014-12-26,berries,13.82,2014
9239,4721,2014-06-16,pastry,20.34,2014
9240,1644,2014-02-28,citrus fruit,9.600000000000001,2014
9241,1053,2014-05-11,chicken,25.92,2014
9242,2464,2014-11-06,sausage,31.29,2014
9243,1765,2014-10-21,fruit/vegetable juice,2.21,2014
9244,2973,2014-10-26,beverages,4.12,2014
9245,4297,2014-02-08,UHT-milk,24.0,2014
9246,4364,2014-01-21,turkey,20.0,2014
9247,3531,2014-08-25,white wine,14.0,2014
9248,4217,2014-03-15,other vegetables,13.799999999999999,2014
